0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00
4.999999999989965249e-02,0.000000000000000000e+00
9.999999999981466769e-02,0.000000000000000000e+00
1.499999999997035927e-01,0.000000000000000000e+00
1.999999999995578925e-01,0.000000000000000000e+00
2.499999999994121092e-01,0.000000000000000000e+00
2.999999999992664090e-01,0.000000000000000000e+00
3.499999999991206256e-01,0.000000000000000000e+00
3.999999999989748978e-01,0.000000000000000000e+00
4.499999999988292254e-01,0.000000000000000000e+00
4.999999999986943222e-01,0.000000000000000000e+00
5.499999999988151034e-01,0.000000000000000000e+00
5.999999999989468202e-01,0.000000000000000000e+00
6.499999999990784261e-01,0.000000000000000000e+00
6.999999999992100319e-01,0.000000000000000000e+00
7.499999999993417488e-01,0.000000000000000000e+00
7.999999999994733546e-01,0.000000000000000000e+00
8.499999999996050715e-01,0.000000000000000000e+00
8.999999999997367883e-01,0.000000000000000000e+00
9.499999999998683942e-01,0.000000000000000000e+00
1.000000000000000000e+00,4.999999999989965249e-02
1.000000000000000000e+00,9.999999999981466769e-02
1.000000000000000000e+00,1.499999999997035927e-01
1.000000000000000000e+00,1.999999999995578925e-01
1.000000000000000000e+00,2.499999999994121092e-01
1.000000000000000000e+00,2.999999999992664090e-01
1.000000000000000000e+00,3.499999999991206256e-01
1.000000000000000000e+00,3.999999999989748978e-01
1.000000000000000000e+00,4.499999999988292254e-01
1.000000000000000000e+00,4.999999999986943222e-01
1.000000000000000000e+00,5.499999999988151034e-01
1.000000000000000000e+00,5.999999999989468202e-01
1.000000000000000000e+00,6.499999999990784261e-01
1.000000000000000000e+00,6.999999999992100319e-01
1.000000000000000000e+00,7.499999999993417488e-01
1.000000000000000000e+00,7.999999999994733546e-01
1.000000000000000000e+00,8.499999999996050715e-01
1.000000000000000000e+00,8.999999999997367883e-01
1.000000000000000000e+00,9.499999999998683942e-01
9.499999999997917888e-01,1.000000000000000000e+00
8.999999999995835775e-01,1.000000000000000000e+00
8.499999999996529221e-01,1.000000000000000000e+00
7.999999999999998224e-01,1.000000000000000000e+00
7.500000000003466116e-01,1.000000000000000000e+00
7.000000000006934009e-01,1.000000000000000000e+00
6.500000000010400791e-01,1.000000000000000000e+00
6.000000000013868684e-01,1.000000000000000000e+00
5.500000000017335466e-01,1.000000000000000000e+00
5.000000000020586866e-01,1.000000000000000000e+00
4.500000000018722912e-01,1.000000000000000000e+00
4.000000000016644131e-01,1.000000000000000000e+00
3.500000000014564239e-01,1.000000000000000000e+00
3.000000000012483237e-01,1.000000000000000000e+00
2.500000000010402790e-01,1.000000000000000000e+00
2.000000000008322065e-01,1.000000000000000000e+00
1.500000000006241063e-01,1.000000000000000000e+00
1.000000000004160061e-01,1.000000000000000000e+00
5.000000000020798918e-02,1.000000000000000000e+00
0.000000000000000000e+00,9.499999999997917888e-01
0.000000000000000000e+00,8.999999999995835775e-01
0.000000000000000000e+00,8.499999999996529221e-01
0.000000000000000000e+00,7.999999999999998224e-01
0.000000000000000000e+00,7.500000000003466116e-01
0.000000000000000000e+00,7.000000000006934009e-01
